age,credit_score,balance,tenure,num_products,has_card,is_active,salary,churn
59,729,0.0,4,1,1,0,60055.373155746696,0
58,727,55670.66646708107,5,3,1,1,0.0,0
58,616,42654.90059383249,6,2,1,1,98447.78031869669,0
52,478,0.0,6,4,0,1,29549.723754418068,0
42,613,75561.50361735052,5,2,0,0,3786.9078658930084,0
54,763,44798.477512312165,3,1,1,1,18887.833292870084,0
32,835,0.0,1,2,0,0,84166.61896784605,0
58,813,93582.72363097008,4,4,0,0,65174.05984525749,0
46,440,117400.2471195574,2,2,1,0,0.0,1
41,648,119604.97369186288,5,3,0,1,50817.20284736652,0
44,402,74358.25762605884,7,4,1,0,128461.56124873823,0
47,684,61842.32554308462,5,2,0,0,47435.21645333106,0
19,846,113126.26483583188,5,3,0,1,61726.17232862038,0
25,376,127295.34341360393,0,1,0,0,122149.57186635764,1
30,678,105342.748115025,6,2,0,1,109774.4629102268,0
23,822,22338.495910807957,4,2,1,1,121087.55438258556,0
40,773,68053.79412859687,1,3,1,0,0.0,0
52,546,77580.64577165715,2,4,1,1,156676.15192210552,1
52,401,0.0,7,2,1,1,101820.02177139645,0
42,811,78774.42638483096,9,2,0,0,193073.8207012075,0
62,810,150919.67303917557,5,4,0,0,30883.698461285807,0
47,639,85597.44663203166,9,2,1,0,0.0,0
22,839,118936.52325767025,1,3,0,0,70360.92283625882,0
57,352,67316.58920514821,2,3,1,1,56231.383512141954,1
47,658,57071.267040647144,9,1,1,0,102683.19918074107,0
51,369,75250.85560323902,1,4,1,1,123746.4172293178,1
47,817,27366.934080622697,6,2,1,1,65635.29275602514,0
46,690,21448.992510624455,2,3,1,1,57964.59770936371,0
22,806,110652.18228677462,3,2,1,0,96135.99097580636,0
47,631,114893.69371466074,4,4,1,0,57183.56671537511,0
59,391,20355.747376505984,3,3,0,0,53000.89495516063,0
33,363,98719.95218215458,8,1,0,0,121856.7469337643,0
49,517,56521.60097575917,9,1,1,1,132988.89284517863,0
19,721,73592.34297961723,5,4,0,0,124198.31219315468,0
36,425,78408.74557740253,5,3,1,1,61588.51436372372,0
40,776,99774.01872497273,0,2,0,0,0.0,0
69,469,63308.72807452756,2,1,1,0,62589.69568035759,0
29,598,116406.47981207744,0,1,1,1,32100.99936614756,0
32,451,72376.513590397,8,4,1,1,63513.7490494706,0
39,582,84967.3708987813,2,4,1,1,36445.45536411956,0
69,576,26669.496338510144,3,2,0,1,68963.0072267199,0
62,352,146346.36042819335,8,1,0,0,18036.21853842178,1
19,633,78792.99692819866,7,2,0,0,5964.128164081063,0
30,743,88519.89701380397,6,1,0,1,131134.5741285446,0
60,818,0.0,0,3,1,0,21517.11933161733,0
21,515,27091.919076835962,5,3,1,1,70016.58126281768,0
62,790,109515.34751674923,5,4,0,1,117725.74233014177,0
32,789,71475.64473170419,3,2,0,1,115715.20631147863,0
65,844,0.0,7,1,1,0,109742.41024576756,0
33,536,101531.59715935276,9,1,1,0,85143.32572507676,1
40,775,38248.68782589106,2,2,1,0,106200.16542684249,0
52,632,116452.67943506848,3,3,1,0,138654.40663030773,0
24,379,56486.57285585201,3,1,0,1,91251.12969976867,0
46,485,68188.2674408212,8,4,0,0,0.0,0
44,686,107158.18314366593,0,2,0,1,43573.33969249517,0
58,430,24100.28116581351,8,4,0,0,104818.50358610439,0
69,567,20286.127686642416,7,2,0,1,38645.20331452979,0
52,737,52140.063184075705,4,1,0,0,151005.3069729322,0
39,424,93086.91198484888,5,1,1,1,66841.00859167843,0
39,598,6764.909895460376,8,3,0,0,74262.43856797181,0
39,457,0.0,7,3,1,1,126237.20994508677,0
60,618,92948.8370817517,2,4,1,0,60857.505134535364,0
34,470,35880.86749731985,0,4,1,0,78813.8517864093,0
26,832,44310.95948318868,6,1,1,0,114956.17419995561,0
35,388,0.0,1,2,1,0,0.0,0
19,831,32840.82742592072,0,1,0,1,55735.091880622516,1
23,745,59697.30813475398,9,1,0,0,111457.664768956,0
22,777,97215.11430491568,4,1,1,1,73280.0074171297,0
58,775,29150.793350614447,6,1,1,1,143366.690603874,0
55,443,126295.04480929987,2,3,0,0,0.0,1
54,815,32617.759032807975,1,1,0,0,0.0,0
42,647,32676.327936593014,0,1,0,1,108484.32583113588,0
55,831,121494.3020759121,3,1,0,1,113290.36074663873,0
26,789,68458.40609455669,0,3,1,0,60337.499658408335,0
64,639,37919.01083953693,4,3,0,1,90019.72000228622,0
44,537,53794.67475277626,3,4,1,0,107260.34888157033,0
66,408,114122.94310168238,5,1,1,0,29306.839707412677,0
25,400,118648.11278502728,5,1,1,1,34657.58124753504,0
43,544,27328.272829189762,3,2,0,1,79486.30895993183,0
54,755,58302.64759683567,4,3,0,0,115204.447994686,0
43,602,63606.27310670292,0,1,0,1,11702.153682100761,0
41,590,20550.395579336095,3,1,1,0,60102.618403249035,0
26,472,57772.597894000224,9,2,1,1,57788.16841477806,0
37,632,60212.914418068016,9,1,0,0,90897.95525213821,0
30,669,105608.37915746943,4,2,0,0,69565.08149955829,1
33,841,108297.00113244803,9,4,1,1,42705.82080985703,0
53,714,46831.62406563968,5,3,1,0,132428.2890378703,0
50,653,51441.87424556753,1,2,1,1,43037.125918959006,0
49,805,86571.69208222543,8,2,1,1,55395.181848927314,0
36,562,36592.46204291954,4,4,1,0,0.0,0
67,817,83545.6060694961,6,3,0,1,34318.706157705245,0
22,534,56483.74050523141,6,3,0,0,95803.8038169525,0
35,413,21224.05689045517,3,4,1,1,86030.097817743,0
24,558,21726.531484814135,7,1,0,0,99975.84950328809,0
35,414,117882.34784124407,5,1,1,1,97549.11429728352,1
68,409,53743.14083426806,3,2,1,1,174385.70181475772,0
37,790,125614.16375593244,2,2,0,1,32607.0586276545,0
65,747,39454.54957140359,7,1,0,0,0.0,0
43,460,71648.20804525973,2,1,0,0,17472.35019642381,0
54,768,155707.06892072968,1,4,1,1,34817.40820842043,1
41,384,17704.53021346883,8,3,1,1,21283.65316915445,0
31,492,0.0,3,3,1,1,74683.04238224271,0
57,703,111463.60525148932,6,1,1,0,132632.74527785106,0
68,501,26927.635784277052,7,2,1,0,146982.95364849572,0
31,715,59171.74543575065,8,3,0,1,95215.42509233022,0
58,787,36563.271581936606,6,3,0,1,177063.61077270075,0
31,383,70726.51123821264,7,3,1,0,52181.347171679045,0
55,361,21978.55171257031,8,3,1,0,0.0,0
59,820,52802.396484667755,9,2,1,0,122658.90339440847,0
41,610,77992.61306226137,0,4,0,0,0.0,0
56,603,19667.644549029523,7,2,0,1,32249.848865009786,0
32,581,31996.638814164446,1,1,0,0,96005.61162113982,0
22,566,46104.68665605873,8,4,0,1,64880.92599756096,0
23,695,2847.3826309488722,0,1,1,0,60452.3618564247,0
41,639,43097.560688050144,2,2,0,0,10960.4983589997,0
64,431,64751.861596116076,1,1,0,1,69459.88052833315,0
24,663,44018.042336462866,6,1,1,1,120183.1244368896,0
41,684,49144.94028273102,0,2,1,1,70998.39582680094,0
54,406,59203.93316373658,0,1,0,1,28488.706017946955,0
28,538,33770.26150270744,5,2,1,0,7623.076970133472,0
55,745,87642.5026346751,9,4,1,1,29520.270852221067,0
33,659,117439.12499207104,5,1,1,0,89616.68762071792,0
60,418,41424.78431218206,4,4,0,1,87180.1131179855,0
48,370,79407.92925910828,6,2,1,1,29974.64497021657,0
46,640,50415.313782614125,5,3,1,1,0.0,0
27,580,74619.49380154019,3,2,1,0,91000.63818360824,0
42,830,122631.18124813017,5,2,1,0,25114.63005123745,0
62,611,80346.38172072395,0,1,0,0,104453.12395076417,0
19,815,0.0,2,3,1,1,32194.51789361251,0
57,457,78159.82525787836,6,4,1,1,20604.97731650956,1
43,573,109314.54973236038,3,3,1,1,77658.59536297922,0
55,419,51136.15320007589,0,3,0,1,187884.96150131844,0
52,637,99825.3922447133,1,3,1,0,107451.49955582866,0
40,444,32395.378353922162,8,2,1,1,76810.9649602926,0
34,596,578.4336191090479,3,1,1,1,87942.57681904841,0
50,522,65646.7607533056,0,3,0,0,0.0,1
25,442,0.0,7,4,0,1,13882.981462372183,0
48,398,50409.15948425633,5,2,1,0,0.0,0
22,606,111473.69050582012,4,4,1,1,156493.69472883112,0
51,823,0.0,8,4,0,0,146369.3014577874,0
50,449,8820.128163444082,3,1,0,0,89640.92631074549,0
22,552,18718.7101935369,5,3,0,1,76755.75515421023,0
57,462,57467.2056115616,7,3,0,1,0.0,0
39,754,45371.32857415163,6,2,0,0,59035.001987465446,0
58,557,115965.4552678435,2,3,0,0,159619.5939201946,1
20,837,98173.9331636679,6,4,0,0,76570.79990978571,0
27,472,79810.91784274392,7,3,1,0,41767.67668940518,0
43,390,65825.21257375539,1,4,0,0,0.0,0
27,641,75729.19107939309,1,4,1,0,139015.28638654025,0
35,675,25520.705787464998,6,4,0,1,66495.80994861719,0
52,845,94288.41414226449,1,4,0,1,0.0,0
25,785,15518.229825631955,8,1,0,1,23786.715896422902,0
53,792,93415.07975608922,1,1,0,0,6123.0991320934845,0
23,667,107445.70008475325,9,1,1,1,63412.8237144014,0
27,529,68434.58408352348,6,1,0,1,80366.94848064093,0
48,564,52951.47764152096,4,3,0,0,44839.14678607377,0
59,416,76012.39633238694,2,3,1,1,108852.32982434408,0
26,565,0.0,3,2,1,1,73940.11202362209,0
33,532,72090.32873941844,7,1,0,0,123115.6192636065,0
66,367,55465.84008640772,7,3,0,0,52140.296095964055,0
69,452,57974.87547772036,2,2,0,0,222266.2796005573,0
48,617,88261.3005159131,5,4,1,0,41775.56382630212,0
41,534,57009.243137410886,9,1,1,0,24833.500412206406,0
36,846,14391.72573395368,2,2,0,0,18684.972495212118,0
49,589,54343.893166984875,6,1,0,0,59452.963672284735,0
48,829,62702.21936323298,1,2,1,1,0.0,0
33,680,64597.35646324051,8,4,1,0,84728.14219139054,0
19,370,66476.77469140272,1,2,1,0,0.0,0
25,451,101574.76179674212,2,2,1,0,78083.54620286156,0
67,702,16558.617878634097,4,2,1,1,2437.4127951823466,0
39,622,67028.018246594,3,2,0,1,50935.32963099536,0
43,500,111597.18794472964,1,3,0,0,100227.01995661797,0
42,611,0.0,6,4,1,1,185201.88419381768,0
58,801,67185.86723120214,0,3,1,0,16099.973960942152,0
21,544,36584.85992107826,9,3,0,0,62484.12752868041,0
22,372,45171.5846210758,0,2,0,1,33812.06626122289,0
32,505,23807.699871423116,3,1,1,1,26506.48387196022,0
43,817,53217.97137198224,9,3,0,1,34251.33350152278,0
52,730,133650.22457707618,1,4,1,1,111203.32378184696,0
43,768,9422.785552911453,0,3,0,0,45597.20678848102,0
40,805,13215.5999008469,7,1,0,1,182465.63491354277,0
66,408,7922.617193459817,0,3,1,1,90798.9627947367,1
26,491,129096.73146512403,8,4,0,0,19499.466941296247,0
47,379,41506.41177914852,4,1,0,0,51664.74089274614,0
46,352,58974.43758609303,8,1,0,1,29907.650498000534,0
42,767,43888.68235575041,2,3,1,0,110003.43264733569,0
59,818,22223.084863876342,1,2,1,0,0.0,0
31,427,50593.974135422584,9,3,0,1,2952.4309782094933,0
67,711,158329.7442294624,7,3,0,0,40422.69406254293,0
35,617,115682.8368389702,9,2,0,1,104147.33965691627,0
46,384,25882.48728830911,3,1,0,1,131653.01374113862,0
45,807,85902.96412246743,4,3,0,0,139027.10953864217,0
62,785,26739.08909334494,5,2,1,0,96490.07599737652,0
40,633,0.0,4,4,0,0,65855.523182099,0
32,703,100780.43670658518,2,2,0,1,109731.29061569963,0
19,548,106403.71386574203,3,1,1,1,12774.969128414472,0
36,746,101842.09004191597,6,4,0,0,0.0,0
60,572,41205.39003121709,0,3,1,0,91831.87888432445,1
18,844,53328.97063992055,3,3,1,1,19716.0791425575,0
64,381,89990.62214632492,2,4,1,1,66734.66339172596,1
46,436,75659.8414939243,0,4,0,1,75981.35079364073,1
25,834,44254.50114811823,1,4,0,1,82405.97795891482,0
33,494,0.0,4,4,0,0,116889.5769262526,0
46,505,64555.00776568049,1,2,0,1,111603.75941458657,0
34,745,103160.38556944454,3,1,1,1,79750.0033583845,0
23,444,12096.468438633718,5,3,1,0,47899.23597652972,0
52,606,85550.37526703908,8,4,0,1,75388.10443381604,0
52,493,73261.66780534771,0,4,0,1,40189.47916625392,1
24,448,90005.93052929334,4,3,1,1,60178.553899691455,0
32,832,94879.0199887603,1,3,0,0,200908.67117902066,0
30,449,32221.39032298588,4,3,1,0,79109.48504417702,0
52,397,0.0,4,1,1,0,92512.25085187743,0
55,686,38659.21897268483,7,1,1,1,34725.967548481894,0
55,783,95565.09270108028,4,1,0,0,121003.6708214934,0
66,413,38319.84385896116,9,4,1,0,108013.62113317123,0
57,703,32238.267045694323,1,4,0,0,108367.62773275425,0
34,620,0.0,0,2,0,0,80744.56233767317,0
23,765,130105.90218203756,0,2,0,1,121709.50478833853,0
49,413,93028.5456570124,3,2,1,1,133584.25983173668,0
65,837,90795.83925099058,1,1,1,1,84154.94596746475,0
68,659,98709.01547117895,0,2,0,0,64269.38204998386,0
29,771,83068.33446173607,2,2,0,1,114728.54950573803,0
30,530,50226.845792818836,9,3,1,1,24793.73467201282,0
19,821,53449.43583511193,8,4,1,1,34101.98596923367,0
25,663,42897.425416315,0,1,1,1,67334.98285575493,0
46,413,165389.6301766,9,2,0,1,0.0,0
46,811,82236.4812519777,2,4,0,0,111379.7636781712,0
37,747,41447.98234594262,4,4,0,1,21854.30562670884,0
34,500,78619.87096665119,3,4,1,1,46425.448924912154,0
61,622,19565.243285747303,4,3,0,1,59336.02021601144,0
41,544,120180.26874356908,7,1,0,0,71964.3410785275,0
60,621,33557.23616771439,7,4,1,1,52817.33617884791,0
68,832,80043.41730489863,5,3,1,1,66631.44763848255,0
34,799,102639.10518972538,6,4,0,1,67018.6183804793,0
28,457,75390.74176819972,7,4,1,1,47648.45211864369,0
67,835,63778.79967278553,1,2,1,0,31340.277118061735,0
51,568,60432.08339424061,3,1,0,1,124073.69621778009,0
33,702,57742.35612451572,1,3,0,1,0.0,0
50,732,36932.06044289991,7,2,0,0,59714.24204952586,0
44,591,42020.66280921183,4,1,0,0,46555.02640578922,0
65,578,119183.6149460374,6,2,0,0,90939.57433632432,1
31,578,55658.534692593734,5,4,0,0,0.0,0
69,781,28568.149224689074,2,2,1,0,45010.73293781979,0
66,543,39348.096125539654,1,2,1,1,64882.013300512204,0
27,489,104014.82722788892,9,3,1,1,123503.68051852298,0
26,530,87024.26532657913,2,3,0,0,86609.24833977119,0
45,447,82413.16712929028,1,2,1,1,10825.58945655691,1
20,545,49699.15204360834,3,4,1,0,45626.164063967015,0
33,407,82934.4988069178,9,3,1,1,114302.56763303454,0
40,394,34257.55500197408,2,1,1,0,9961.25670384663,0
68,711,49615.43874616902,9,2,0,0,66067.78658138146,0
69,388,98792.17949566981,4,4,1,0,69543.97737368623,0
25,634,94971.10715676258,8,1,1,1,50710.847003961775,0
64,739,20723.606161967873,6,1,1,1,204787.58913994575,0
22,712,25778.941883656968,0,3,0,0,49363.42702762255,0
56,573,64348.08611253639,5,2,1,1,92488.25796838988,0
61,446,129045.2949867804,4,2,1,0,31684.94398903579,0
64,815,0.0,2,2,1,0,96387.39959997022,0
29,767,71133.31758282016,5,1,0,0,113539.37984259677,0
64,656,4958.266737074075,1,2,0,1,40601.7981626951,1
24,393,34626.760258978175,6,1,1,1,67264.90923907336,0
44,367,45422.86327743034,8,3,1,1,25236.011505456336,0
42,507,43179.66626252436,0,3,0,1,12779.809397505422,0
34,428,38648.16241363166,4,4,1,1,121839.77162501033,0
19,780,60288.282415054804,6,1,1,0,42299.9527058176,0
58,452,38589.77733477687,0,2,0,0,0.0,1
35,491,1501.7046058338965,3,2,0,0,158267.80782468116,0
52,837,91194.78450091106,2,3,1,0,29895.23384686969,0
39,759,90114.88668595522,0,3,1,0,57681.34781259846,0
37,459,93726.97240090676,8,4,1,0,152045.32527471572,0
64,541,0.0,4,4,1,1,62912.895290618006,0
22,607,71956.72610336603,7,4,0,0,61833.16988990683,0
56,682,87039.15423227694,5,1,0,1,8591.347772473338,0
56,818,18751.917262416595,8,1,1,1,0.0,0
37,785,60366.929927285164,9,4,1,1,61680.686770193584,0
31,838,55349.33418758537,6,4,0,0,88140.48870374475,0
18,370,133686.02634273056,3,2,1,1,85276.27041053862,0
66,468,136979.84148050292,4,1,0,1,45936.94597653921,0
67,631,0.0,8,3,0,1,71012.88996734712,0
30,374,159757.08022911957,4,3,0,1,0.0,0
19,527,23390.971153867045,5,4,0,1,93008.35103477392,0
24,426,99226.93177309702,1,3,1,0,78070.2922385023,0
21,816,98819.91923454923,9,4,1,1,168683.04470914288,0
61,381,20172.39092632773,6,4,0,0,70373.98232145236,0
64,424,79730.71175356396,3,1,1,1,22866.53239269605,0
25,447,55698.650229357445,5,1,1,1,67463.84329555904,0
56,424,82173.20018529563,4,4,1,0,53610.00999920815,1
27,634,69226.89209522503,1,1,0,1,91735.3934385199,0
37,532,107853.57941480988,8,1,1,0,71344.6030862593,0
49,806,63015.98172584249,8,4,0,0,7002.664947367812,0
55,480,53285.03722294755,8,1,0,0,0.0,0
63,618,103842.56932228722,3,1,1,1,83145.4101316508,0
20,680,83215.83859434414,2,1,0,0,139155.72705346195,0
28,662,89272.53577283552,0,2,0,1,73967.39420258596,0
32,748,33416.53310965613,7,3,1,0,110664.86769601036,0
34,450,18189.48874406104,3,3,1,1,120640.45771018001,0
69,603,37291.11426989194,8,4,0,0,83339.59228973342,0
58,750,35167.14457277645,8,3,0,0,29275.425606929588,0
34,781,91447.97074611657,1,4,0,1,79765.40425227821,0
68,658,99039.36201176207,9,1,1,1,130353.64438002402,0
43,675,53794.78841870398,1,2,1,1,96494.52747999571,0
44,782,117236.76075297409,4,2,1,1,107412.26714143279,0
40,662,114738.77575060519,4,1,0,1,46872.68791540871,1
25,824,69735.95665602158,9,4,0,0,59882.31201272589,0
66,413,27124.3291382784,6,1,0,0,64063.63445498164,0
18,523,123015.0659774216,8,2,0,1,67433.0998731602,0
27,406,57559.30595886367,5,2,1,1,128397.91580061795,1
29,395,65046.60785723898,8,1,0,1,0.0,0
32,585,46415.798975737256,8,4,1,0,71526.91522909189,0
24,462,24408.3869481121,8,1,1,0,66025.1812152573,0
18,553,1254.4227873883283,4,1,0,1,1424.942927792552,0
53,568,85314.73294229152,3,2,1,1,103588.36082937324,0
68,660,28663.957844135184,9,1,1,0,33774.99040275377,0
24,822,182381.24915987294,7,4,0,1,52148.36753234202,0
33,774,16557.05669550084,9,1,0,0,162439.09538770217,0
44,539,9704.701000745197,5,2,0,1,120498.68247695279,0
66,512,80405.54862453765,9,2,0,0,98724.34695725581,0
54,735,121172.53915869181,7,1,1,1,89038.8467322202,0
57,411,62583.586277728864,7,1,1,1,61765.99887773287,0
48,620,82889.69680749098,1,3,0,0,169968.86326850508,0
39,561,0.0,5,1,1,1,110108.38157201195,0
28,441,32899.538172329325,7,1,1,0,32522.504301737375,0
62,658,17055.37083449732,7,2,0,0,0.0,0
59,510,0.0,9,2,1,0,98341.90009946347,0
19,442,64679.20936095548,3,2,0,1,67206.54350607777,0
55,676,0.0,3,4,0,1,0.0,0
22,437,7112.1613565020525,9,2,0,0,91429.3082855791,0
56,686,38512.24823946328,9,3,1,0,56548.641984423964,0
60,431,26748.566561956948,1,4,1,0,96533.2462763735,1
24,567,75856.34008828271,3,1,0,1,92087.01072904533,0
40,753,72223.2076760992,9,3,0,0,39586.79892280804,0
24,464,95751.94983741827,1,2,0,0,101642.23822121024,0
47,733,90095.34930850712,7,3,1,0,45104.74586825504,0
66,710,105632.51157445523,1,1,1,0,48355.906340951435,0
22,801,59923.263999637835,1,2,0,1,43386.4296689311,0
38,434,72138.67603266679,7,1,1,1,126548.72139031354,0
68,707,80460.54807676765,6,4,1,0,55971.380597281975,0
33,818,65666.26789564102,5,3,1,1,138622.1590282126,1
24,731,44112.22760331704,8,1,1,1,159174.243509343,0
43,443,46702.29862640919,3,3,1,0,33064.04315727756,0
44,761,27297.664066801382,5,4,1,0,0.0,0
52,403,76864.67319639318,6,3,0,0,122225.47716356363,0
34,644,56239.39303659378,7,2,0,1,52901.40513199294,0
67,598,33473.04997452941,3,4,1,0,26690.67934340043,0
45,615,33510.20722701629,6,1,0,0,40564.09469235159,0
32,609,11584.050888688456,4,1,1,0,49259.308931698535,0
67,365,99153.65364948798,5,1,1,1,134859.654534687,1
66,604,63144.7067812715,8,4,0,0,77995.56196587572,0
43,818,25487.9992170692,3,3,1,1,134179.93150540677,0
19,568,92341.90998408073,6,3,0,1,94711.00596392478,0
49,488,37582.04760822508,9,3,1,0,54538.46380247578,0
46,847,3739.9749195106924,7,2,1,0,50482.139839537136,0
25,399,100848.89156876532,9,1,0,0,98080.43753748006,0
50,593,38516.12041735547,5,4,1,0,111021.28146663544,0
61,606,43644.03639164842,2,4,0,0,119839.63428504346,0
23,588,61647.2008139671,9,1,0,0,56923.07443121285,0
55,810,105703.5689116046,6,1,1,0,78760.29282022362,0
25,560,60801.49163465247,2,3,1,0,99202.02046276632,0
56,836,12035.314954190791,3,1,0,0,50801.7487031569,0
39,383,81755.08016448721,2,3,0,1,13252.998309861658,1
18,716,40600.41102953104,8,4,0,1,29686.446664893832,0
68,646,135516.95886117866,0,2,0,0,57948.22787260073,0
26,470,59955.211120084394,7,2,1,0,103110.35696101506,0
48,463,0.0,5,4,0,0,132948.8747786051,0
27,709,74294.59888622696,0,2,1,0,2197.6395632689673,0
66,668,137783.91169040912,6,1,1,1,40132.74930350087,0
56,655,123036.81154181558,7,1,1,0,52106.87514683741,0
59,375,133238.1715502626,7,4,0,1,109735.85161533218,0
40,648,19209.592584741462,5,4,1,1,43594.47323057499,0
42,840,96486.09583907115,3,1,0,1,48513.3832526264,0
50,358,31120.218410531532,1,4,0,0,0.0,0
